Product_ID,Product_Name,Category,Sub_Category,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Cost,Warehouse_Location,Last_Restock_Date,Supplier_ID
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,62,15,37,22.77,WH-A14,2026-02-05,SUP-016
OFF-PA-10003270,Xerox 1954,Office Supplies,Paper,65,16,39,3.11,WH-C11,2025-11-18,SUP-047
OFF-PA-10002421,Embossed Ink Jet Note Cards,Office Supplies,Paper,85,21,51,9.35,WH-A12,2026-01-08,SUP-003
OFF-PA-10002923,Xerox 1942,Office Supplies,Paper,146,36,87,10.02,WH-B07,2025-12-20,SUP-019
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,111,27,66,41.18,WH-B20,2025-12-07,SUP-047
OFF-PA-10000520,Xerox 201,Office Supplies,Paper,75,18,45,4.78,WH-A13,2026-01-05,SUP-006
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,101,25,60,4.31,WH-B10,2025-12-17,SUP-023
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,77,19,46,6.62,WH-D11,2026-01-23,SUP-029
TEC-PH-10004389,Nokia Lumia 925,Technology,Phones,79,19,47,50.27,WH-D11,2026-01-25,SUP-048
OFF-SU-10000946,Staple remover,Office Supplies,Supplies,79,19,47,5.64,WH-A03,2025-12-28,SUP-030
FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,147,36,88,2.0,WH-D03,2025-12-01,SUP-032
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,94,23,56,2.82,WH-B10,2025-11-23,SUP-005
OFF-PA-10003739,Xerox 1969,Office Supplies,Paper,61,15,36,0.8,WH-D03,2025-11-19,SUP-023
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,98,24,58,3.95,WH-C04,2026-01-09,SUP-025
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,108,27,64,97.81,WH-A14,2026-01-03,SUP-029
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,121,30,72,2.12,WH-B01,2025-12-11,SUP-022
OFF-EN-10003286,Staple envelope,Office Supplies,Envelopes,106,26,63,6.26,WH-A09,2026-01-13,SUP-040
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,41,10,24,3.69,WH-D09,2026-01-02,SUP-011
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,110,27,66,2.38,WH-D20,2025-12-04,SUP-024
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,99,24,59,26.31,WH-B16,2026-01-20,SUP-022
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,179,44,107,33.89,WH-B08,2025-12-02,SUP-017
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,54,13,32,3.28,WH-D05,2025-12-11,SUP-004
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,108,27,64,4.47,WH-C14,2025-11-16,SUP-048
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,164,41,98,2.71,WH-B19,2025-12-18,SUP-047
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,132,33,79,27.02,WH-B16,2026-01-08,SUP-023
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,41,10,24,27.62,WH-D02,2025-12-23,SUP-022
TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology,Phones,109,27,65,326.28,WH-C03,2025-12-27,SUP-044
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,97,24,58,3.41,WH-A07,2026-01-20,SUP-001
OFF-PA-10000213,Xerox 198,Office Supplies,Paper,73,18,43,2.28,WH-C06,2025-11-14,SUP-027
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,46,11,27,35.19,WH-A16,2026-01-10,SUP-010
OFF-PA-10003848,Xerox 1997,Office Supplies,Paper,117,29,70,3.18,WH-D09,2025-12-02,SUP-021
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,54,13,32,17.89,WH-A12,2026-01-30,SUP-043
OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,154,38,92,2.47,WH-C17,2025-12-13,SUP-044
FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,76,19,45,2.43,WH-A07,2025-12-10,SUP-047
TEC-MA-10004521,Epson Perfection V600 Photo Scanner,Technology,Machines,41,10,24,21.6,WH-A02,2026-02-05,SUP-018
OFF-BI-10003655,Durable Pressboard Binders,Office Supplies,Binders,58,14,34,2.69,WH-C20,2025-12-17,SUP-024
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,53,13,31,44.02,WH-A11,2025-12-30,SUP-028
OFF-FA-10002701,Alliance Rubber Bands,Office Supplies,Fasteners,56,14,33,0.76,WH-B08,2025-12-24,SUP-015
OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,126,31,75,2.77,WH-C07,2025-12-12,SUP-003
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,125,31,75,7.55,WH-C14,2025-12-05,SUP-024
FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings,43,10,25,5.88,WH-A02,2025-11-29,SUP-038
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,77,19,46,4.11,WH-B03,2025-12-27,SUP-031
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,82,20,49,206.02,WH-A09,2026-01-16,SUP-007
OFF-AR-10001216,Newell 339,Office Supplies,Art,45,11,27,1.97,WH-B10,2025-12-10,SUP-031
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,53,13,31,12.8,WH-C15,2025-11-23,SUP-044
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,43,10,25,3.68,WH-B01,2025-11-30,SUP-040
TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones,87,21,52,11.01,WH-B19,2026-02-03,SUP-032
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,58,14,34,23.44,WH-B03,2025-11-20,SUP-006
TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,43,10,25,35.22,WH-C14,2025-11-27,SUP-035
OFF-PA-10001534,Xerox 230,Office Supplies,Paper,111,27,66,3.15,WH-A14,2025-12-26,SUP-016
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,55,13,33,14.54,WH-D11,2026-01-20,SUP-007
TEC-PH-10000526,Vtech CS6719,Technology,Phones,117,29,70,61.69,WH-D18,2025-12-31,SUP-007
OFF-PA-10001977,Xerox 194,Office Supplies,Paper,72,18,43,18.16,WH-C15,2026-02-06,SUP-021
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,73,18,43,33.51,WH-D08,2025-12-14,SUP-019
OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,61,15,36,2.44,WH-B12,2026-02-02,SUP-007
OFF-PA-10002741,Xerox 1980,Office Supplies,Paper,90,22,54,1.43,WH-C03,2025-12-13,SUP-039
OFF-PA-10001471,Strathmore Photo Frame Cards,Office Supplies,Paper,138,34,82,2.42,WH-A14,2026-02-10,SUP-030
TEC-MA-10001972,Okidata C331dn Printer,Technology,Machines,108,27,64,99.66,WH-D20,2025-11-15,SUP-016
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,71,17,42,8.59,WH-C18,2025-12-31,SUP-017
TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,95,23,57,145.75,WH-C05,2025-12-03,SUP-014
OFF-PA-10004438,Xerox 1907,Office Supplies,Paper,73,18,43,6.42,WH-B03,2025-12-25,SUP-001
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,90,22,54,2.37,WH-B02,2025-11-27,SUP-042
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,114,28,68,41.44,WH-A12,2026-01-26,SUP-013
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,112,28,67,132.05,WH-C09,2025-12-21,SUP-017
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,61,15,36,519.85,WH-A08,2026-01-24,SUP-043
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,61,15,36,182.79,WH-D04,2025-11-24,SUP-002
OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders,174,43,104,1.55,WH-A13,2026-01-04,SUP-013
OFF-AR-10001615,Newell 34,Office Supplies,Art,107,26,64,9.0,WH-C15,2025-11-14,SUP-020
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,88,22,52,47.75,WH-B08,2025-12-01,SUP-048
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,69,17,41,13.8,WH-B12,2025-12-30,SUP-041
OFF-EN-10004773,Staple envelope,Office Supplies,Envelopes,72,18,43,12.86,WH-B05,2026-01-09,SUP-019
OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,39,9,23,3.47,WH-D11,2026-01-26,SUP-004
OFF-ST-10002957,Sterilite Show Offs Storage Containers,Office Supplies,Storage,95,23,57,1.98,WH-B05,2025-12-06,SUP-030
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,83,20,49,9.16,WH-D04,2026-01-03,SUP-011
TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,52,13,31,10.26,WH-B19,2025-11-23,SUP-031
OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels,78,19,46,2.56,WH-D17,2026-02-06,SUP-034
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,100,25,60,55.33,WH-C02,2025-12-02,SUP-029
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,65,16,39,1.51,WH-D17,2026-02-04,SUP-024
OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,Supplies,46,11,27,5.46,WH-C01,2025-12-02,SUP-019
OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage,112,28,67,6.79,WH-B14,2025-12-06,SUP-019
TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Technology,Phones,119,29,71,9.07,WH-D11,2026-01-14,SUP-029
TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Technology,Phones,31,7,18,25.52,WH-C14,2026-01-08,SUP-003
OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,56,14,33,3.27,WH-C01,2026-01-30,SUP-022
OFF-PA-10004609,Xerox 221,Office Supplies,Paper,56,14,33,4.49,WH-C03,2026-01-22,SUP-050
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,185,46,111,11.5,WH-C06,2025-11-16,SUP-025
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,53,13,31,1.63,WH-A17,2026-01-02,SUP-040
TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,98,24,58,19.24,WH-B03,2025-11-27,SUP-012
TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,52,13,31,213.89,WH-B15,2025-12-22,SUP-042
TEC-PH-10001128,Motorola Droid Maxx,Technology,Phones,64,16,38,77.08,WH-D17,2026-01-31,SUP-041
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,183,45,109,14.33,WH-B16,2026-01-06,SUP-010
TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,53,13,31,75.14,WH-B13,2025-12-04,SUP-045
FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,Furnishings,101,25,60,1.14,WH-C19,2026-01-02,SUP-012
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,75,18,45,10.09,WH-D07,2025-11-19,SUP-020
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,116,29,69,5.72,WH-B09,2025-12-26,SUP-032
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,60,15,36,39.94,WH-C02,2026-01-14,SUP-047
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,57,14,34,119.92,WH-B20,2025-12-27,SUP-007
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,114,28,68,23.89,WH-C12,2025-12-07,SUP-017
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,104,26,62,6.13,WH-C18,2026-01-06,SUP-017
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,135,33,81,28.2,WH-C07,2025-12-18,SUP-044
OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage,182,45,109,6.63,WH-B05,2026-01-28,SUP-021
OFF-PA-10004610,Xerox 1900,Office Supplies,Paper,136,34,81,1.26,WH-A07,2025-12-15,SUP-017
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,100,25,60,2.49,WH-C08,2025-12-08,SUP-043
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,89,22,53,31.74,WH-B03,2025-11-26,SUP-035
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings,63,15,37,5.69,WH-A16,2025-11-20,SUP-031
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,129,32,77,3.29,WH-D08,2025-11-17,SUP-038
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,48,12,28,16.83,WH-D11,2026-01-28,SUP-005
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Technology,Phones,58,14,34,145.15,WH-A05,2026-02-04,SUP-039
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,68,17,40,1.78,WH-C14,2025-12-28,SUP-040
OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,73,18,43,7.56,WH-D15,2025-12-22,SUP-013
OFF-PA-10003363,Xerox 204,Office Supplies,Paper,109,27,65,2.68,WH-B18,2026-01-20,SUP-001
TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,76,19,45,7.74,WH-D20,2026-01-16,SUP-008
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,79,19,47,103.1,WH-D06,2025-11-18,SUP-036
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,79,19,47,54.56,WH-D01,2025-12-28,SUP-002
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,32,8,19,78.93,WH-A11,2026-01-26,SUP-027
TEC-PH-10004120,AT&T 1080 Phone,Technology,Phones,85,21,51,58.99,WH-A14,2025-12-30,SUP-004
OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,114,28,68,3.32,WH-C20,2025-11-23,SUP-028
TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines,69,17,41,84.45,WH-C20,2025-12-06,SUP-036
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,84,21,50,8.67,WH-D18,2025-12-27,SUP-032
OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,64,16,38,1.83,WH-B05,2026-02-08,SUP-029
TEC-PH-10003484,Ooma Telo VoIP Home Phone System,Technology,Phones,88,22,52,55.17,WH-D17,2025-11-17,SUP-010
OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,69,17,41,1.37,WH-C01,2025-12-11,SUP-042
OFF-PA-10000552,Xerox 200,Office Supplies,Paper,106,26,63,3.09,WH-A01,2026-01-07,SUP-044
TEC-MA-10001148,Okidata MB491 Multifunction Printer,Technology,Machines,117,29,70,114.21,WH-B13,2025-11-14,SUP-009
OFF-AR-10004062,Staples in misc. colors,Office Supplies,Art,53,13,31,9.02,WH-B15,2025-11-15,SUP-002
OFF-ST-10000321,Akro Stacking Bins,Office Supplies,Storage,79,19,47,2.84,WH-A17,2025-11-16,SUP-033
OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,105,26,63,1.61,WH-D13,2026-02-07,SUP-041
TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,52,13,31,5.43,WH-C11,2026-01-31,SUP-002
TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,128,32,76,4.7,WH-D05,2026-02-05,SUP-037
OFF-PA-10004039,Xerox 1882,Office Supplies,Paper,65,16,39,11.54,WH-D01,2025-12-12,SUP-016
TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,125,31,75,14.68,WH-D10,2025-12-31,SUP-004
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,91,22,54,6.18,WH-A09,2025-12-22,SUP-024
OFF-AR-10004269,Newell 31,Office Supplies,Art,77,19,46,2.79,WH-C04,2025-12-09,SUP-047
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,144,36,86,9.87,WH-D17,2025-12-07,SUP-044
OFF-PA-10002195,Xerox 1966,Office Supplies,Paper,95,23,57,2.21,WH-A18,2026-01-09,SUP-025
OFF-SU-10002522,Acme Kleen Earth Office Shears,Office Supplies,Supplies,80,20,48,1.31,WH-C18,2026-01-04,SUP-003
TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,64,16,38,7.99,WH-C05,2026-01-23,SUP-015
TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,41,10,24,14.86,WH-A15,2026-01-21,SUP-030
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,178,44,106,1.3,WH-A06,2025-12-19,SUP-049
OFF-SU-10004782,"Elite 5"" Scissors",Office Supplies,Supplies,110,27,66,3.69,WH-C01,2026-02-08,SUP-022
OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,125,31,75,0.84,WH-D05,2025-11-27,SUP-001
OFF-LA-10004409,Avery 492,Office Supplies,Labels,89,22,53,1.68,WH-C04,2025-12-01,SUP-004
OFF-ST-10001031,Adjustable Personal File Tote,Office Supplies,Storage,69,17,41,15.4,WH-C09,2025-11-18,SUP-029
OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,53,13,31,3.92,WH-A04,2025-11-15,SUP-048
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art,110,27,66,6.57,WH-D20,2025-11-24,SUP-043
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,Copiers,112,28,67,117.29,WH-D14,2025-11-16,SUP-031
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,71,17,42,2.05,WH-D06,2025-11-24,SUP-049
OFF-ST-10001034,Eldon File Chest Portable File,Office Supplies,Storage,40,10,24,5.17,WH-C20,2025-11-14,SUP-019
TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,95,23,57,2.61,WH-C14,2026-01-18,SUP-006
OFF-SU-10003002,Letter Slitter,Office Supplies,Supplies,44,11,26,3.74,WH-C12,2026-01-11,SUP-022
TEC-PH-10000730,Samsung Galaxy S4 Active,Technology,Phones,28,7,16,709.65,WH-B02,2026-02-07,SUP-049
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,99,24,59,85.2,WH-C16,2025-11-16,SUP-012
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,131,32,78,0.93,WH-B05,2025-12-22,SUP-035
TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,68,17,40,18.99,WH-A03,2026-01-24,SUP-015
OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,72,18,43,0.4,WH-B09,2026-01-14,SUP-005
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,114,28,68,23.12,WH-C07,2026-01-22,SUP-037
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,72,18,43,6.42,WH-A04,2025-11-17,SUP-019
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,90,22,54,23.42,WH-D06,2025-11-30,SUP-034
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,216,54,129,45.88,WH-C12,2025-12-15,SUP-045
OFF-LA-10003537,Avery 515,Office Supplies,Labels,38,9,22,4.05,WH-A10,2026-01-25,SUP-021
OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,65,16,39,3.46,WH-C03,2025-11-25,SUP-015
FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings,138,34,82,26.3,WH-A07,2026-01-21,SUP-004
OFF-PA-10004733,Things To Do Today Spiral Book,Office Supplies,Paper,72,18,43,3.27,WH-D15,2026-01-13,SUP-034
TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories,39,9,23,13.78,WH-C13,2026-02-03,SUP-027
OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,66,16,39,1.17,WH-D14,2025-11-28,SUP-033
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,130,32,78,56.74,WH-D09,2026-01-24,SUP-011
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,46,11,27,3.0,WH-C02,2026-01-17,SUP-002
TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,76,19,45,83.39,WH-A16,2026-01-26,SUP-033
TEC-PH-10002789,LG Exalt,Technology,Phones,85,21,51,57.85,WH-B04,2025-12-07,SUP-039
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,Binders,143,35,85,4.93,WH-B17,2025-12-22,SUP-040
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,Art,112,28,67,0.75,WH-B17,2025-12-18,SUP-002
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,57,14,34,56.46,WH-B07,2026-02-09,SUP-036
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,94,23,56,3.26,WH-C07,2025-11-26,SUP-034
TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,62,15,37,6.9,WH-B20,2026-01-05,SUP-019
TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,64,16,38,6.62,WH-B19,2026-02-04,SUP-041
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,98,24,58,63.41,WH-C06,2026-02-10,SUP-045
TEC-PH-10001619,LG G3,Technology,Phones,73,18,43,46.1,WH-D02,2025-11-14,SUP-018
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,51,12,30,5.17,WH-B06,2026-01-22,SUP-004
OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper,55,13,33,5.17,WH-A10,2026-01-06,SUP-007
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,34,8,20,2.84,WH-A04,2025-12-31,SUP-019
OFF-EN-10001028,Staple envelope,Office Supplies,Envelopes,34,8,20,6.35,WH-B07,2026-01-11,SUP-015
TEC-PH-10003535,RCA ViSYS 25423RE1 Corded phone,Technology,Phones,31,7,18,60.74,WH-A07,2025-12-23,SUP-001
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,71,17,42,8.97,WH-A11,2026-02-10,SUP-015
OFF-AR-10003481,Newell 348,Office Supplies,Art,80,20,48,1.79,WH-A19,2025-11-29,SUP-022
OFF-PA-10002606,Xerox 1928,Office Supplies,Paper,42,10,25,6.31,WH-C07,2025-11-26,SUP-035
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,68,17,40,3.75,WH-D17,2025-12-21,SUP-048
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,86,21,51,5.56,WH-C20,2025-12-01,SUP-021
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,31,7,18,9.18,WH-C12,2025-12-26,SUP-002
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,20,5,12,5.22,WH-D19,2025-12-21,SUP-038
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,78,19,46,31.76,WH-D14,2025-12-28,SUP-014
TEC-MA-10001016,Canon PC170 Desktop Personal Copier,Technology,Machines,62,15,37,27.87,WH-D11,2025-11-18,SUP-017
TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,106,26,63,7.88,WH-A13,2026-01-01,SUP-045
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,120,30,72,13.69,WH-D10,2026-01-07,SUP-043
OFF-PA-10002499,Xerox 1890,Office Supplies,Paper,41,10,24,18.14,WH-C02,2026-02-07,SUP-022
TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,57,14,34,13.63,WH-A12,2026-01-13,SUP-011
